danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,song_name
0.8490000000000001,0.413,0,-9.274,0,0.34600000000000003,0.00286,8.58e-05,0.106,0.45799999999999996,170.09599999999998,98655,4,RampartRange
0.695,0.6859999999999999,9,-8.147,0,0.0478,0.000424,0.0023,0.365,0.354,210.438,93447,4,Floor 555
0.8759999999999999,0.519,11,-6.5310000000000015,1,0.14300000000000002,0.20199999999999999,0.0,0.10800000000000001,0.158,189.96200000000002,175230,4,Plug Walk
0.46299999999999997,0.632,7,-9.577,1,0.0525,0.39299999999999996,0.0,0.127,0.0894,163.71,100260,4,Haunt U
0.7090000000000001,0.36200000000000004,11,-13.556,1,0.249,0.165,0.000132,0.107,0.455,146.023,187681,4,Buttcheeks
0.7709999999999999,0.5660000000000001,1,-5.607,1,0.264,0.0939,1.07e-05,0.109,0.23199999999999998,146.09799999999996,134795,4,Back off Me
0.136,0.821,3,-5.454,1,0.16,0.0965,0.0291,0.325,0.0362,192.94,101983,3,Intro.Desolation
0.47600000000000003,0.495,7,-6.095,1,0.0242,3.28e-05,0.915,0.506,0.114,180.0,137231,4,The Singularity
0.499,0.893,5,-5.803,1,0.14,0.0731,1.03e-06,0.0907,0.10800000000000001,115.044,162261,4,D(R)Ead
0.851,0.634,11,-8.672,0,0.196,0.26,0.882,0.0766,0.0399,135.017,162614,4,Trench Coat
0.24100000000000002,0.9279999999999999,10,-2.0180000000000002,1,0.0543,3.26e-05,0.0,0.612,0.40299999999999997,120.229,107822,5,"I've Seen Satan, He Has Dreadlocks"